ticker,name,sector,score,mcap,ret
SGI,SOMNIGROUP INTERNATIONAL INC,Consumer Disc,96.5,1.313494696656,75.59404579553042
CHRS,COHERUS ONCOLOGY INC,Healthcare,95.9,1.2521944485599998,-8.170310701956263
FTNT,FORTINET INC,Technology,95.0,4.82223661995,141.97131892546957
BIGGQ,BIG LOTS INC,Consumer Disc,94.7,1.445694893312,7.320892265831547
CPRX,CATALYST PHARMACEUTICALS INC,Healthcare,94.2,0.34618506815999994,102.69461077844313
PRDO,PERDOCEO EDUCATION CORP,Industrials,94.0,0.8180711249129999,-6.885745744050142
NVDA,NVIDIA CORP,Technology,93.6,8.048857,125.4864262093363
TSCO,TRACTOR SUPPLY CO,Consumer Disc,93.3,2.962179237238,71.55386007000433
SIGA,SIGA TECHNOLOGIES INC,Healthcare,93.1,0.36718325172,3.435919055649239
DECK,DECKERS OUTDOOR CORP,Consumer Disc,92.9,1.34233381582,27.731866016695616
SEM,SELECT MEDICAL HOLDINGS CORP,Healthcare,92.6,1.83506627313,7.431886612322813
VST,VISTRA CORP,Utilities,92.5,8.63076088982,19.54661377160669
REGI,RENEWABLE ENERGY GROUP INC,Materials,92.5,2.78554315958,-40.07342558599265
BERY,BERRY GLOBAL GROUP INC,Materials,91.6,6.6051795,31.305455059926835
SNX,TD SYNNEX CORP,Industrials,91.4,3.9160731781499996,41.47416913458375
APH,AMPHENOL CORP,Technology,91.0,4.64288173552,35.244845360824726
CNSL,CONSOLIDATED COMMUNICATIONS HOLDINGS INC,Communication Svcs,90.9,0.38831746725,52.96523517382414
AMZN,AMAZON COM INC,Consumer Disc,90.9,81.70817314681801,2.3770924677302574
TBCH,TURTLE BEACH CORP,Technology,90.7,0.3272922628,3.2946635730858542
THC,TENET HEALTHCARE CORP,Healthcare,90.5,4.21329564678,104.58302028549964
SGRY,SURGERY PARTNERS INC,Healthcare,90.5,1.4648538579000001,84.10892795587725
PLUS,EPLUS INC,Industrials,90.5,0.5845922219199999,22.525415896488
SUPN,SUPERNUS PHARMACEUTICALS INC,Healthcare,90.4,1.32555764436,15.898251192368829
MHO,M/I HOMES INC,Industrials,89.7,1.27314479421,40.39286520659291
TPH,TRI POINTE HOMES INC,Industrials,89.7,2.1877345965,61.681159420289866
ESGR,ENSTAR GROUP LTD,Financials,89.6,2.8085147180299996,20.8404509736932
SWBI,SMITH & WESSON BRANDS INC,Industrials,89.2,0.81788747967,1.6084873374401232
FKWL,FRANKLIN WIRELESS CORP,Technology,88.9,0.26910149685,-81.40253055972549
UPBD,UPBOUND GROUP INC,Industrials,88.8,1.543804110534,28.39748763114496
WSM,WILLIAMS SONOMA INC,Consumer Disc,88.8,3.5077939805160003,68.62513918910066
VHC,VIRNETX HOLDING CORP,Financials,88.5,2.76027015165,-48.412923156133346
INVA,INNOVIVA INC,Healthcare,87.8,1.25624234526,39.22518159806294
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Disc,87.6,0.776006999166,26.072690560323064
WU,WESTERN UNION CO,Technology,87.5,5.918083210644999,-15.151094129906218
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,87.2,2.3708005476000005,47.661691542288544
FF,FUTUREFUEL CORP,Materials,86.7,0.257997647214,-25.211936249576127
TRTN-PA,TRITON INTERNATIONAL LTD,Industrials,86.5,1.17180971208,8.688524590163937
BBY,BEST BUY CO INC,Consumer Disc,86.4,20.288329154199996,4.469687300574354
USNA,USANA HEALTH SCIENCES INC,Healthcare,86.3,1.6220250198,31.258106355382644
RGR,STURM RUGER & CO INC,Industrials,86.2,0.89753967,9.274853801169591
NATR,NATURES SUNSHINE PRODUCTS INC,Healthcare,86.0,0.27861358516900003,30.529880759190007
UCTT,ULTRA CLEAN HOLDINGS INC,Technology,86.0,1.261575,84.14125200642056
IBKR,INTERACTIVE BROKERS GROUP INC,Financials,86.0,0.623465863713,31.125110072478492
BKE,BUCKLE INC,Consumer Disc,85.8,0.842006551702,69.48128153972537
PDM,PIEDMONT REALTY TRUST INC,Real Estate,85.8,1.5157479205739999,19.896898644716067
COLL,COLLEGIUM PHARMACEUTICAL INC,Healthcare,85.7,0.69268394972,-6.739890164752882
BDSI,BIODELIVERY SCIENCES INTERNATIONAL INC,Healthcare,85.7,0.4246660782000001,-26.190476190476186
HIBB,HIBBETT INC,Consumer Disc,85.5,0.7288063242999999,57.189706217262604
BCC,BOISE CASCADE CO,Industrials,85.3,1.3901538764120003,62.77141729174891
KFRC,KFORCE INC,Industrials,85.2,0.7964567294499999,81.57133011716058
ORCL,ORACLE CORP,Technology,85.1,175.914863602,36.87011530801803
BZH,BEAZER HOMES USA INC,Industrials,84.7,0.46984431390000003,53.26732673267325
VHI,VALHI INC,Materials,84.6,0.389688040819,91.69266487702241
