ticker,name,sector,score,mcap,ret
SGI,SOMNIGROUP INTERNATIONAL INC,Consumer Disc,96.5,1.313494696656,75.59404579553042
CHRS,COHERUS ONCOLOGY INC,Healthcare,95.9,1.2521944485599998,-8.170310701956263
FTNT,FORTINET INC,Technology,95.0,4.82223661995,141.97131892546957
BIGGQ,BIG LOTS INC,Consumer Disc,94.7,1.445694893312,7.320892265831547
CPRX,CATALYST PHARMACEUTICALS INC,Healthcare,94.2,0.34618506815999994,102.69461077844313
PRDO,PERDOCEO EDUCATION CORP,Industrials,94.0,0.8180711249129999,-6.885745744050142
NVDA,NVIDIA CORP,Technology,93.6,8.048857,125.4864262093363
TSCO,TRACTOR SUPPLY CO,Consumer Disc,93.3,2.962179237238,71.55386007000433
SIGA,SIGA TECHNOLOGIES INC,Healthcare,93.1,0.36718325172,3.435919055649239
REGI,RENEWABLE ENERGY GROUP INC,Materials,92.5,2.78554315958,-40.07342558599265
VST,VISTRA CORP,Utilities,92.5,8.63076088982,19.54661377160669
BERY,BERRY GLOBAL GROUP INC,Materials,91.6,6.6051795,31.305455059926835
SNX,TD SYNNEX CORP,Industrials,91.4,3.9160731781499996,41.47416913458375
APH,AMPHENOL CORP,Technology,91.0,4.64288173552,35.244845360824726
CNSL,CONSOLIDATED COMMUNICATIONS HOLDINGS INC,Communication Svcs,90.9,0.38831746725,52.96523517382414
PLUS,EPLUS INC,Industrials,90.5,0.5845922219199999,22.525415896488
ESGR,ENSTAR GROUP LTD,Financials,89.6,2.8085147180299996,20.8404509736932
VHC,VIRNETX HOLDING CORP,Financials,88.5,2.76027015165,-48.412923156133346
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,87.2,2.3708005476000005,47.661691542288544
FF,FUTUREFUEL CORP,Materials,86.7,0.257997647214,-25.211936249576127
IBKR,INTERACTIVE BROKERS GROUP INC,Financials,86.0,0.623465863713,31.125110072478492
PDM,PIEDMONT REALTY TRUST INC,Real Estate,85.8,1.5157479205739999,19.896898644716067
NGVC,NATURAL GROCERS BY VITAMIN COTTAGE INC,Consumer Staples,83.1,0.25699996211000004,6.2686567164178975
WKC,WORLD KINECT CORP,Energy,83.0,1.73925573022,-13.728139033918719
NRG,NRG ENERGY INC,Utilities,82.9,7.849990267262,18.551473104563975
CMCSA,COMCAST CORP,Communication Svcs,82.7,84.988298867395,-2.221143342638665
NHI,NATIONAL HEALTH INVESTORS INC,Real Estate,81.9,2.259493365855,-11.727209739681276
CAPL,CROSSAMERICA PARTNERS LP,Energy,81.7,0.365653852176,23.30157415078706
OMC,OMNICOM GROUP INC,Communication Svcs,81.6,11.018680588368,21.936943967535516
RSG,REPUBLIC SERVICES INC,Utilities,81.2,28.585142098910005,47.03075173382692
OLP,ONE LIBERTY PROPERTIES INC,Real Estate,80.9,0.272922691633,87.33881306085516
VLGEA,VILLAGE SUPER MARKET INC,Consumer Staples,80.7,0.24927346379600002,9.553432570539865
CRAI,CRA INTERNATIONAL INC,Unclassified,78.2,0.368193814884,85.65303708709979
WMB,WILLIAMS COMPANIES INC,Energy,77.9,18.707423827555,38.43010055141096
UEIC,UNIVERSAL ELECTRONICS INC,Unclassified,70.0,0.684073880352,-22.320710725196978
VVV,VALVOLINE INC,Unclassified,69.1,4.152159807536,63.814028199179006
