ticker,name,sector,score,mcap,ret
IMMR,IMMERSION CORP,Technology,97.3,0.24143582647200001,-17.0834396529727
MA,MASTERCARD INC,Financials,96.7,22.008260615695,59.159869721348436
LRCX,LAM RESEARCH CORP,Technology,95.3,1.927060084908,119.31067804799488
HEES,H&E EQUIPMENT SERVICES INC,Industrials,95.0,0.598444348487,70.36484146414284
APH,AMPHENOL CORP,Technology,93.7,2.83850163996,34.89384288747346
SRLP,SPRAGUE RESOURCES LP,Energy,92.6,0.196830772866,34.98498498498499
MNST,MONSTER BEVERAGE CORP,Consumer Staples,92.4,6.804215633705,29.110117838277127
MPT,MEDICAL PROPERTIES TRUST INC,Real Estate,91.7,3.3428613828400002,38.52620087336245
JHG,JANUS HENDERSON GROUP PLC,Financials,90.7,2.844022053612,25.939377007962005
LGND,LIGAND PHARMACEUTICALS INC,Healthcare,90.6,2.8841306182,-23.146647015475295
CVI,CVR ENERGY INC,Energy,90.4,1.9230498282710002,25.369857284750896
SBRA,SABRA HEALTH CARE REIT INC,Real Estate,90.1,1.58851912725,41.077441077441065
LYB,LYONDELLBASELL INDUSTRIES NV,Materials,89.8,16.79192977592,40.35139828184975
DCH,DAUCH CORP,Consumer Disc,89.3,1.2398877710999998,-3.063063063063065
SUPN,SUPERNUS PHARMACEUTICALS INC,Healthcare,89.3,1.73597797186,-28.597230583985557
DECK,DECKERS OUTDOOR CORP,Consumer Disc,89.1,0.621031106925,31.97186400937868
UTHR,UNITED THERAPEUTICS CORP,Healthcare,88.4,4.7466436841999995,-19.118457300275495
TTEK,TETRA TECH INC,Industrials,87.7,0.5435443835910001,67.76657500763822
ALEX,ALEXANDER & BALDWIN INC,Real Estate,87.6,1.000384516901,17.495860033119737
LPX,LOUISIANA-PACIFIC CORP,Materials,87.6,2.782486839701,36.399614389365254
CMCSA,COMCAST CORP,Communication Svcs,87.5,53.208719895350995,34.0428831763018
AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Industrials,87.3,1.07965446167,-34.652761317847826
WLKP,WESTLAKE CHEMICAL PARTNERS LP,Materials,86.7,0.411315217105,18.48686789494316
BKE,BUCKLE INC,Consumer Disc,86.5,0.4297896048,55.531478102189766
WM,WASTE MANAGEMENT INC,Utilities,85.7,33.503628422741,30.45187890510672
SM,SM ENERGY CO,Energy,85.1,1.543757110266,-26.69620804881593
UGI,UGI CORP,Utilities,83.7,6.7904472195,-13.256528417818746
CME,CME GROUP INC,Financials,83.2,9.491978883107,9.673591754488186
AWK,AMERICAN WATER WORKS COMPANY INC,Utilities,82.2,14.083816351295999,37.77954452195323
RRD,RR DONNELLEY & SONS CO,Communication Svcs,81.6,0.2652672,3.795116772823781
OMC,OMNICOM GROUP INC,Communication Svcs,81.0,12.4665504889,14.357877327964342
CAH,CARDINAL HEALTH INC,Consumer Staples,76.8,10.835232202641999,17.9915857783155
CULP,CULP INC,Unclassified,76.3,0.210389522952,-26.712979456121598
JBSS,SANFILIPPO JOHN B & SON INC,Consumer Staples,76.2,0.32040491454000003,73.47983676779964
VVV,VALVOLINE INC,Unclassified,68.7,3.3748971640320002,13.024085637823358
NVRI1,ENVIRI CORP,Unclassified,62.2,1.59502092654,15.861027190332333
