ticker,name,sector,score,mcap,ret
CALM,CAL-MAINE FOODS INC,Consumer Staples,98.9,3.8070735721820004,-3.142795266061127
CLMB,CLIMB GLOBAL SOLUTIONS INC,Industrials,95.9,0.118556335308,9.658339170363451
EXOD,EXODUS MOVEMENT INC,Financials,95.8,0.13755792981,-50.64232589587559
SM,SM ENERGY CO,Energy,95.6,2.109859108256,104.14811597350422
BKNG,BOOKING HOLDINGS INC,Industrials,93.6,6.8716046817,-8.467023172905531
NUTX,NUTEX HEALTH INC,Technology,93.5,1.16417881192,20.082614506135332
BTCS,BTCS INC,Financials,93.5,0.12365372448,-43.18181818181819
UAN,CVR PARTNERS LP,Materials,93.2,0.9961460087019999,39.53907858158436
MLI,MUELLER INDUSTRIES INC,Materials,92.8,6.335214880277,10.326458373490821
POWL,POWELL INDUSTRIES INC,Industrials,92.1,1.2832602162920002,65.05220308318572
MA,MASTERCARD INC,Financials,91.7,69.608299871563,3.1014397341271094
PRG,PROG HOLDINGS INC,Industrials,91.1,1.151725850532,32.09037220162065
KINS,KINGSTONE COMPANIES INC,Financials,91.1,0.23578103504800002,21.324852994119748
PTCT,PTC THERAPEUTICS INC,Healthcare,91.0,6.098699647799999,-6.003159557661908
COKE,COCA-COLA CONSOLIDATED INC,Consumer Staples,90.8,1.090091894421,29.321357677718595
UPBD,UPBOUND GROUP INC,Industrials,90.6,0.9744955469990001,10.939449759344
RITM,RITHM CAPITAL CORP,Real Estate,89.9,5.7303935678,-2.8046421663442844
COLL,COLLEGIUM PHARMACEUTICAL INC,Healthcare,89.8,1.4635881888,-48.81209503239741
HG,HAMILTON INSURANCE GROUP LTD,Financials,88.7,1.682886942672,38.47982819450835
DTE,DTE ENERGY CO,Utilities,88.2,26.370342765688,7.9512341109203355
HRMY,HARMONY BIOSCIENCES HOLDINGS INC,Healthcare,88.0,2.15525571636,11.865312667022977
MPAA,MOTORCAR PARTS OF AMERICA INC,Consumer Disc,87.8,0.2413459051,-4.457050243111837
RYN,RAYONIER INC,Real Estate,87.3,3.2503644307200004,-3.7878787878787956
JILL,JJILL INC,Consumer Disc,86.9,0.20463164891400001,43.152607475254825
CPRX,CATALYST PHARMACEUTICALS INC,Healthcare,86.6,2.86877511258,
SIGA,SIGA TECHNOLOGIES INC,Healthcare,86.5,0.38634297429,-40.12974976830398
ATEX,ANTERIX INC,Communication Svcs,86.4,0.40858392374999997,298.99221255153464
NFLX,NETFLIX INC,Communication Svcs,85.6,39.72914363584,-11.828071672354955
GLPI,GAMING & LEISURE PROPERTIES INC,Real Estate,85.3,12.232469566266,-1.9966221687527486
PAYO,PAYONEER GLOBAL INC,Technology,85.2,2.00319450848,27.75800711743772
ED,CONSOLIDATED EDISON INC,Utilities,85.1,34.981157256144,12.208258527827631
ESP,ESPEY MFG & ELECTRONICS CORP,Technology,84.8,0.137112869495,33.91844161404261
BLBD,BLUE BIRD CORP,Consumer Disc,84.7,1.490603073,35.446808510638284
CMCSA,COMCAST CORP,Communication Svcs,84.1,55.725669151770994,-1.3364925400762728
CCLD,CARECLOUD INC,Technology,83.2,0.12379935387999999,-23.287671232876704
KRT,KARAT PACKAGING INC,Materials,83.0,0.434089009485,117.90063434736307
FOR,FORESTAR GROUP INC,Real Estate,82.7,1.25224035651,12.383272431993507
FLXS,FLEXSTEEL INDUSTRIES INC,Consumer Disc,82.6,0.20918526982000002,105.18253765636968
CPS,COOPER-STANDARD HOLDINGS INC,Consumer Disc,82.6,0.5790230054700001,-18.91562595187328
NOW,SERVICENOW INC,Technology,82.5,31.86352,-4.961159344604738
WLKP,WESTLAKE CHEMICAL PARTNERS LP,Materials,82.1,0.6279405802639999,23.091603053435115
SD,SANDRIDGE ENERGY INC,Energy,81.9,0.5112286168919999,2.9348295209322472
MPC,MARATHON PETROLEUM CORP,Energy,81.9,48.32184849925,141.18818040435457
PPC,PILGRIMS PRIDE CORP,Consumer Staples,81.8,9.26197495853,-21.749166452936652
SO,SOUTHERN CO,Utilities,81.2,93.71172987320101,4.30399379604498
HHH,HOWARD HUGHES HOLDINGS INC,Real Estate,81.1,4.7376168792,-20.383602858217376
D,DOMINION ENERGY INC,Utilities,80.9,49.01803775290801,16.350776949341505
SEE,SEALED AIR CORP,Materials,80.6,6.066331647794,
IRDM,IRIDIUM COMMUNICATIONS INC,Communication Svcs,80.2,1.8036159327960002,172.6639177652593
KN,KNOWLES CORP,Unclassified,79.2,1.8248048741199998,62.20251983201119
CRTO,CRITEO SA,Communication Svcs,78.5,1.0784668895999998,-11.83891314895681
NI,NISOURCE INC,Utilities,77.8,19.538293739375998,1.7487299726455463
NJR,NEW JERSEY RESOURCES CORP,Energy,77.4,4.566114121428,18.524402082781744
VLGEA,VILLAGE SUPER MARKET INC,Consumer Staples,74.7,0.484369187816,24.714155042305052
EOG,EOG RESOURCES INC,Energy,73.8,55.600063888790004,42.44169025080513
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Unclassified,72.6,1.23901640527,5.09745127436283
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,72.5,5.676993018268001,23.394573965799825
TILE,INTERFACE INC,Unclassified,70.4,1.6266458083859998,30.626749946155506
ADT,ADT INC,Unclassified,67.7,6.037585426944,-5.3679435483871
CRAI,CRA INTERNATIONAL INC,Unclassified,65.9,1.3032127351040002,-13.088140509184665
